x,f
25600.0,0.000781
25610.0,0.001
25620.0,0.001
25630.0,0.001
25640.0,0.001
25650.0,0.001
25660.0,0.001
25670.0,0.001
25680.0,0.001
25690.0,0.001
25700.0,0.001
25710.0,0.001
25720.0,0.001
25730.0,0.001
25740.0,0.001
25750.0,0.001
25760.0,0.001
25770.0,0.001
25780.0,0.001
25790.0,0.001
25800.0,0.001
25810.0,0.001
25820.0,0.001
25830.0,0.001
25840.0,0.001
25850.0,0.001
25860.0,0.001
25870.0,0.001
25880.0,0.001
25890.0,0.001
25900.0,0.001
25910.0,0.00168
25920.0,0.002
25930.0,0.002
25940.0,0.002
25950.0,0.002
25960.0,0.00276
25970.0,0.003
25980.0,0.003
25990.0,0.003
26000.0,0.0038
26010.0,0.004
26020.0,0.00482
26030.0,0.005
26040.0,0.00584
26050.0,0.006
26060.0,0.00685
26070.0,0.00785
26080.0,0.00886
26090.0,0.00986
26100.0,0.0109
26110.0,0.0119
26120.0,0.0129
26130.0,0.0147
26140.0,0.0159
26150.0,0.0177
26160.0,0.0197
26170.0,0.0209
26180.0,0.0227
26190.0,0.0247
26200.0,0.0267
26210.0,0.0287
26220.0,0.0307
26230.0,0.0326
26240.0,0.0338
26250.0,0.0356
26260.0,0.0368
26270.0,0.0386
26280.0,0.039
26290.0,0.0398
26300.0,0.0407
26310.0,0.041
26320.0,0.041
26330.0,0.0403
26340.0,0.0393
26350.0,0.0383
26360.0,0.0373
26370.0,0.0364
26380.0,0.0348
26390.0,0.0334
26400.0,0.0318
26410.0,0.0299
26420.0,0.0285
26430.0,0.027
26440.0,0.025
26450.0,0.0231
26460.0,0.0211
26470.0,0.0192
26480.0,0.0176
26490.0,0.0163
26500.0,0.0147
26510.0,0.0134
26520.0,0.0117
26530.0,0.0107
26540.0,0.00978
26550.0,0.00881
26560.0,0.00784
26570.0,0.00688
26580.0,0.006
26590.0,0.00594
26600.0,0.005
26610.0,0.005
26620.0,0.00405
26630.0,0.004
26640.0,0.00313
26650.0,0.003
26660.0,0.003
26670.0,0.00224
26680.0,0.002
26690.0,0.002
26700.0,0.002
26710.0,0.002
26720.0,0.002
26730.0,0.002
26740.0,0.00154
26750.0,0.00141
26760.0,0.00164
26770.0,0.001
26780.0,0.001
26790.0,0.001
26800.0,0.001
26810.0,0.001
26820.0,0.001
26830.0,0.001
26840.0,0.001
26850.0,0.001
26860.0,0.001
26870.0,0.001
26880.0,0.001
26890.0,0.001
26900.0,0.001
26910.0,0.001
26920.0,0.001
26930.0,0.001
26940.0,0.001
26950.0,0.001
26960.0,0.001
26970.0,0.001
26980.0,0.001
26990.0,0.001
27000.0,0.001
27010.0,0.001
27020.0,0.001
27030.0,0.001
27040.0,0.001
27050.0,0.001
27060.0,0.001
27070.0,0.001
27080.0,0.001
27090.0,0.001
27100.0,0.001
27110.0,0.001
27120.0,0.001
27130.0,0.001
27140.0,0.001
27150.0,0.001
27160.0,0.001
27170.0,0.001
27180.0,0.001
27190.0,0.001
27200.0,0.001
27210.0,0.001
27220.0,0.001
27230.0,0.001
27240.0,0.001
27250.0,0.001
27260.0,0.00115
27270.0,0.002
27280.0,0.002
27290.0,0.002
27300.0,0.002
27310.0,0.002
27320.0,0.002
27330.0,0.00256
27340.0,0.003
27350.0,0.003
27360.0,0.0033
27370.0,0.004
27380.0,0.004
27390.0,0.00404
27400.0,0.00495
27410.0,0.00585
27420.0,0.006
27430.0,0.00667
27440.0,0.00758
27450.0,0.00848
27460.0,0.00939
27470.0,0.0103
27480.0,0.0114
27490.0,0.0131
27500.0,0.014
27510.0,0.0158
27520.0,0.0176
27530.0,0.0194
27540.0,0.0212
27550.0,0.023
27560.0,0.0256
27570.0,0.0289
27580.0,0.0316
27590.0,0.0344
27600.0,0.038
27610.0,0.0416
27620.0,0.0452
27630.0,0.0487
27640.0,0.0523
27650.0,0.0559
27660.0,0.0591
27670.0,0.062
27680.0,0.0653
27690.0,0.0671
27700.0,0.0689
27710.0,0.0698
27720.0,0.0707
27730.0,0.071
27740.0,0.071
27750.0,0.0706
27760.0,0.0697
27770.0,0.0689
27780.0,0.068
27790.0,0.0671
27800.0,0.0654
27810.0,0.0643
27820.0,0.0629
27830.0,0.0611
27840.0,0.0594
27850.0,0.0574
27860.0,0.0548
27870.0,0.0531
27880.0,0.0505
27890.0,0.0486
27900.0,0.0462
27910.0,0.0441
27920.0,0.0423
27930.0,0.0403
27940.0,0.0378
27950.0,0.0361
27960.0,0.0343
27970.0,0.0326
27980.0,0.0308
27990.0,0.0291
28000.0,0.0273
28010.0,0.0258
28020.0,0.0249
28030.0,0.0231
28040.0,0.0222
28050.0,0.0207
28060.0,0.0195
28070.0,0.0186
28080.0,0.0177
28090.0,0.0169
28100.0,0.016
28110.0,0.0151
28120.0,0.0143
28130.0,0.014
28140.0,0.0135
28150.0,0.0127
28160.0,0.0118
28170.0,0.011
28180.0,0.011
28190.0,0.0102
28200.0,0.01
28210.0,0.01
28220.0,0.00967
28230.0,0.00881
28240.0,0.00805
28250.0,0.0089
28260.0,0.00824
28270.0,0.008
28280.0,0.00753
28290.0,0.007
28300.0,0.007
28310.0,0.007
28320.0,0.007
28330.0,0.007
28340.0,0.00642
28350.0,0.006
28360.0,0.006
28370.0,0.006
28380.0,0.006
28390.0,0.00518
28400.0,0.005
28410.0,0.005
28420.0,0.005
28430.0,0.0048
28440.0,0.00404
28450.0,0.00489
28460.0,0.00427
28470.0,0.004
28480.0,0.004
28490.0,0.004
28500.0,0.004
28510.0,0.004
28520.0,0.004
28530.0,0.004
28540.0,0.004
28550.0,0.004
28560.0,0.004
28570.0,0.004
28580.0,0.0032
28590.0,0.003
28600.0,0.003
28610.0,0.003
28620.0,0.003
28630.0,0.003
28640.0,0.003
28650.0,0.003
28660.0,0.003
28670.0,0.003
28680.0,0.003
28690.0,0.003
28700.0,0.003
28710.0,0.003
28720.0,0.003
28730.0,0.003
28740.0,0.003
28750.0,0.003
28760.0,0.00375
28770.0,0.004
28780.0,0.004
28790.0,0.004
28800.0,0.004
28810.0,0.004
28820.0,0.00469
28830.0,0.005
28840.0,0.005
28850.0,0.00515
28860.0,0.00597
28870.0,0.006
28880.0,0.00661
28890.0,0.00743
28900.0,0.008
28910.0,0.00806
28920.0,0.00888
28930.0,0.0097
28940.0,0.0105
28950.0,0.0113
28960.0,0.0121
28970.0,0.013
28980.0,0.0138
28990.0,0.0152
29000.0,0.0164
29010.0,0.0172
29020.0,0.018
29030.0,0.0188
29040.0,0.0196
29050.0,0.0204
29060.0,0.021
29070.0,0.021
29080.0,0.021
29090.0,0.021
29100.0,0.021
29110.0,0.021
29120.0,0.021
29130.0,0.021
29140.0,0.021
29150.0,0.0205
29160.0,0.02
29170.0,0.0199
29180.0,0.0191
29190.0,0.019
29200.0,0.0185
29210.0,0.018
29220.0,0.0179
29230.0,0.0171
29240.0,0.0163
29250.0,0.0155
29260.0,0.0147
29270.0,0.014
29280.0,0.014
29290.0,0.0133
29300.0,0.0125
29310.0,0.012
29320.0,0.0119
29330.0,0.0111
29340.0,0.0103
29350.0,0.01
29360.0,0.00975
29370.0,0.009
29380.0,0.009
29390.0,0.00837
29400.0,0.008
29410.0,0.008
29420.0,0.008
