x,f
27370.0,1e-05
27375.0,1e-05
27380.0,1e-05
27385.0,1e-05
27390.0,1e-05
27395.0,1e-05
27400.0,1e-05
27405.0,1e-05
27410.0,1e-05
27415.0,1e-05
27420.0,1e-05
27425.0,1e-05
27430.0,1e-05
27435.0,1e-05
27440.0,1e-05
27445.0,1e-05
27450.0,1e-05
27455.0,1e-05
27460.0,1e-05
27465.0,1e-05
27470.0,1e-05
27475.0,1e-05
27480.0,1e-05
27485.0,1e-05
27490.0,1e-05
27495.0,1e-05
27500.0,1e-05
27505.0,1e-05
27510.0,1e-05
27515.0,1e-05
27520.0,1e-05
27525.0,1e-05
27530.0,1e-05
27535.0,1e-05
27540.0,1e-05
27545.0,1e-05
27550.0,1e-05
27555.0,1e-05
27560.0,1e-05
27565.0,1e-05
27570.0,1e-05
27575.0,1e-05
27580.0,1e-05
27585.0,1e-05
27590.0,1e-05
27595.0,1e-05
27600.0,1e-05
27605.0,1e-05
27610.0,1e-05
27615.0,1e-05
27620.0,1e-05
27625.0,1e-05
27630.0,1e-05
27635.0,1e-05
27640.0,1e-05
27645.0,1e-05
27650.0,1e-05
27655.0,1e-05
27660.0,1e-05
27665.0,1e-05
27670.0,1e-05
27675.0,1e-05
27680.0,1e-05
27685.0,1e-05
27690.0,1e-05
27695.0,1e-05
27700.0,1e-05
27705.0,1e-05
27710.0,1e-05
27715.0,1e-05
27720.0,1e-05
27725.0,1e-05
27730.0,1e-05
27735.0,1e-05
27740.0,1e-05
27745.0,1e-05
27750.0,1e-05
27755.0,1e-05
27760.0,1e-05
27765.0,1e-05
27770.0,1e-05
27775.0,1e-05
27780.0,1e-05
27785.0,1e-05
27790.0,1e-05
27795.0,1.29359e-05
27800.0,1.55806e-05
27805.0,2.00719e-05
27810.0,2.64912e-05
27815.0,3.48207e-05
27820.0,4.36986e-05
27825.0,5.31318e-05
27830.0,6.13173e-05
27835.0,6.89465e-05
27840.0,7.56793e-05
27845.0,8.26345e-05
27850.0,8.90916e-05
27855.0,9.38759e-05
27860.0,9.22998e-05
27865.0,9.03184e-05
27870.0,8.65369e-05
27875.0,8.58531e-05
27880.0,8.55635e-05
27885.0,8.40418e-05
27890.0,8.11983e-05
27895.0,7.58246e-05
27900.0,7.29282e-05
27905.0,7.32629e-05
27910.0,7.0406e-05
27915.0,6.71451e-05
27920.0,6.56515e-05
27925.0,6.68943e-05
27930.0,6.32785e-05
27935.0,5.88386e-05
27940.0,5.7086e-05
27945.0,5.64435e-05
27950.0,5.49441e-05
27955.0,5.70845e-05
27960.0,5.89357e-05
27965.0,6.14433e-05
27970.0,5.9179e-05
27975.0,5.31727e-05
27980.0,5.14007e-05
27985.0,4.74318e-05
27990.0,4.35356e-05
27995.0,3.93903e-05
28000.0,3.70963e-05
28005.0,3.63867e-05
28010.0,4.05296e-05
28015.0,4.48891e-05
28020.0,5.3719e-05
28025.0,5.7044e-05
28030.0,4.60408e-05
28035.0,5.25778e-05
28040.0,6.81728e-05
28045.0,7.27275e-05
28050.0,6.81353e-05
28055.0,6.48386e-05
28060.0,5.46521e-05
28065.0,4.93098e-05
28070.0,5.04438e-05
28075.0,5.30309e-05
28080.0,5.28788e-05
