nu,x,y,z
12735.0,0.02445,0.0,0.0
12740.0,0.0249,0.0,0.0
12745.0,0.02542,0.0,0.0
12750.0,0.02592,0.0,0.0
12755.0,0.0264,0.0,0.0
12760.0,0.02684,0.0,0.0
12765.0,0.02729,0.0,0.0
12770.0,0.02778,0.0,0.0
12775.0,0.02828,0.0,0.0
12780.0,0.02876,0.0,0.0
12785.0,0.02914,0.0,0.0
12790.0,0.02948,0.0,0.0
12795.0,0.02979,0.0,0.0
12800.0,0.0301,0.0,0.0
12805.0,0.03039,0.0,0.0
12810.0,0.03066,0.0,0.0
12815.0,0.03091,0.0,0.0
12820.0,0.03116,0.0,0.0
12825.0,0.03138,0.0,0.0
12830.0,0.03153,0.0,0.0
12835.0,0.03155,0.0,0.0
12840.0,0.03152,0.0,0.0
12845.0,0.03146,0.0,0.0
12850.0,0.03144,0.0,0.0
12855.0,0.03138,0.0,0.0
12860.0,0.03126,0.0,0.0
12865.0,0.0311,0.0,0.0
12870.0,0.03092,0.0,0.0
12875.0,0.03073,0.0,0.0
12880.0,0.03054,0.0,0.0
12885.0,0.03033,0.0,0.0
12890.0,0.03008,0.0,0.0
12895.0,0.0298,0.0,0.0
12900.0,0.02947,0.0,0.0
12905.0,0.0291,0.0,0.0
12910.0,0.0287,0.0,0.0
12915.0,0.02832,0.0,0.0
12920.0,0.02795,0.0,0.0
12925.0,0.02765,0.0,0.0
12930.0,0.02735,0.0,0.0
12935.0,0.02706,0.0,0.0
12940.0,0.0268,0.0,0.0
12945.0,0.02656,0.0,0.0
12950.0,0.02637,0.0,0.0
12955.0,0.0262,0.0,0.0
12960.0,0.02604,0.0,0.0
12965.0,0.02587,0.0,0.0
12970.0,0.0257,0.0,0.0
12975.0,0.02551,0.0,0.0
12980.0,0.02533,0.0,0.0
12985.0,0.0252,0.0,0.0
12990.0,0.02514,0.0,0.0
12995.0,0.02513,0.0,0.0
13000.0,0.02513,0.0,0.0
13005.0,0.02512,0.0,0.0
13010.0,0.02509,0.0,0.0
13015.0,0.02506,0.0,0.0
13020.0,0.02504,2.5e-07,-5e-10
13025.0,0.02501,5e-07,-1e-09
13030.0,0.02498,7.5e-07,-1.5e-09
13035.0,0.02494,1e-06,-2.5e-09
13040.0,0.02493,1.25e-06,-5e-09
13045.0,0.02497,1.5e-06,-7.5e-09
13050.0,0.02508,1.75e-06,-1e-08
13055.0,0.02522,2.25e-06,-1.375e-08
13060.0,0.02535,2.5e-06,-1.75e-08
13065.0,0.02545,3e-06,-2.325e-08
13070.0,0.0255,3.5e-06,-3.2e-08
13075.0,0.02558,4e-06,-4.1e-08
13080.0,0.02568,5e-06,-5e-08
13085.0,0.02578,6.5e-06,-6e-08
13090.0,0.02587,8e-06,-7e-08
13095.0,0.02592,1.1e-05,-8e-08
13100.0,0.02598,1.4e-05,-9.5e-08
13105.0,0.02605,1.8e-05,-1.2e-07
13110.0,0.02619,2.25e-05,-2.4e-07
13115.0,0.02631,2.65e-05,-3.3e-07
13120.0,0.02621,3e-05,-3.4e-07
13125.0,0.02617,3.104e-05,-3.476e-07
13130.0,0.02629,3.136e-05,-3.507e-07
13135.0,0.02642,3.152e-05,-3.498e-07
13140.0,0.02654,3.186e-05,-3.441e-07
13145.0,0.02669,3.213e-05,-3.405e-07
13150.0,0.02685,3.229e-05,-3.384e-07
13155.0,0.027,3.206e-05,-3.439e-07
13160.0,0.02716,3.156e-05,-3.538e-07
13165.0,0.02734,3.063e-05,-3.699e-07
13170.0,0.02752,3.098e-05,-3.651e-07
13175.0,0.02772,3.197e-05,-3.462e-07
13180.0,0.02792,3.271e-05,-3.292e-07
13185.0,0.02813,3.315e-05,-3.177e-07
13190.0,0.02834,3.262e-05,-3.239e-07
13195.0,0.02858,3.201e-05,-3.321e-07
13200.0,0.02885,3.129e-05,-3.447e-07
13205.0,0.02913,3.148e-05,-3.404e-07
13210.0,0.02941,3.206e-05,-3.284e-07
13215.0,0.02973,3.175e-05,-3.301e-07
13220.0,0.03005,3.148e-05,-3.295e-07
13225.0,0.03038,3.167e-05,-3.214e-07
13230.0,0.03075,3.159e-05,-3.194e-07
13235.0,0.03117,3.12e-05,-3.23e-07
13240.0,0.03159,3.117e-05,-3.202e-07
13245.0,0.03202,3.109e-05,-3.182e-07
13250.0,0.03246,3.041e-05,-3.245e-07
13255.0,0.0329,2.995e-05,-3.272e-07
13260.0,0.03335,3.011e-05,-3.181e-07
13265.0,0.03384,3.004e-05,-3.133e-07
13270.0,0.03438,2.972e-05,-3.115e-07
13275.0,0.03493,2.933e-05,-3.134e-07
13280.0,0.03547,2.887e-05,-3.144e-07
13285.0,0.03603,2.801e-05,-3.226e-07
13290.0,0.0366,2.731e-05,-3.292e-07
13295.0,0.03718,2.735e-05,-3.239e-07
13300.0,0.03772,2.656e-05,-3.248e-07
13305.0,0.03826,2.712e-05,-3.088e-07
13310.0,0.03879,2.576e-05,-3.269e-07
13315.0,0.03931,2.565e-05,-3.166e-07
13320.0,0.03987,2.449e-05,-3.283e-07
13325.0,0.04042,2.45e-05,-3.143e-07
13330.0,0.04098,2.454e-05,-3.064e-07
13335.0,0.04151,2.414e-05,-3.14e-07
13340.0,0.04199,2.488e-05,-2.938e-07
13345.0,0.04243,2.413e-05,-2.938e-07
13350.0,0.04287,2.297e-05,-3.014e-07
13355.0,0.04316,2.298e-05,-2.873e-07
13360.0,0.04344,2.335e-05,-2.809e-07
13365.0,0.04369,2.259e-05,-2.809e-07
13370.0,0.04392,2.142e-05,-3.092e-07
13375.0,0.04405,2.257e-05,-2.748e-07
13380.0,0.04417,2.259e-05,-2.809e-07
13385.0,0.04429,2.22e-05,-2.744e-07
13390.0,0.04436,2.259e-05,-2.809e-07
13395.0,0.04436,2.336e-05,-2.669e-07
13400.0,0.04438,2.299e-05,-2.666e-07
13405.0,0.04437,2.262e-05,-2.87e-07
13410.0,0.04427,2.298e-05,-2.806e-07
13415.0,0.04416,2.298e-05,-2.806e-07
13420.0,0.04405,2.298e-05,-2.806e-07
13425.0,0.04394,2.337e-05,-2.87e-07
13430.0,0.04383,2.414e-05,-2.73e-07
13435.0,0.04372,2.491e-05,-2.59e-07
13440.0,0.04359,2.57e-05,-2.512e-07
13445.0,0.04344,2.492e-05,-2.792e-07
13450.0,0.04329,2.531e-05,-2.856e-07
13455.0,0.04312,2.567e-05,-2.86e-07
13460.0,0.04299,2.647e-05,-2.781e-07
13465.0,0.04289,2.839e-05,-2.565e-07
13470.0,0.04278,2.916e-05,-2.425e-07
13475.0,0.04269,2.917e-05,-2.626e-07
13480.0,0.04258,2.916e-05,-2.767e-07
13485.0,0.04242,2.956e-05,-2.624e-07
13490.0,0.04227,3.033e-05,-2.484e-07
13495.0,0.04213,3.11e-05,-2.343e-07
13500.0,0.04202,3.108e-05,-2.484e-07
13505.0,0.04194,3.071e-05,-2.689e-07
13510.0,0.04183,3.226e-05,-2.268e-07
13515.0,0.04178,3.303e-05,-2.329e-07
13520.0,0.04179,3.302e-05,-2.47e-07
13525.0,0.04177,3.417e-05,-2.193e-07
13530.0,0.04175,3.419e-05,-2.254e-07
13535.0,0.04174,3.458e-05,-2.318e-07
13540.0,0.04174,3.458e-05,-2.318e-07
13545.0,0.04175,3.457e-05,-2.459e-07
13550.0,0.04177,3.613e-05,-2.24e-07
13555.0,0.04183,3.769e-05,-2.021e-07
13560.0,0.04191,3.768e-05,-2.161e-07
13565.0,0.04199,3.845e-05,-2.021e-07
13570.0,0.04207,3.843e-05,-2.162e-07
13575.0,0.04214,3.882e-05,-2.226e-07
13580.0,0.04219,3.92e-05,-2.022e-07
13585.0,0.04226,3.959e-05,-2.086e-07
13590.0,0.04232,3.998e-05,-2.083e-07
13595.0,0.04239,4.037e-05,-2.148e-07
13600.0,0.04247,4.036e-05,-2.288e-07
13605.0,0.04254,4.074e-05,-2.285e-07
13610.0,0.04261,4.074e-05,-2.286e-07
13615.0,0.0427,4.036e-05,-2.288e-07
13620.0,0.04279,4.115e-05,-2.209e-07
13625.0,0.04287,4.192e-05,-2.069e-07
13630.0,0.04298,4.192e-05,-2.069e-07
13635.0,0.04311,4.269e-05,-2.131e-07
13640.0,0.04323,4.27e-05,-2.131e-07
13645.0,0.04338,4.346e-05,-1.991e-07
13650.0,0.04357,4.346e-05,-1.991e-07
13655.0,0.04375,4.346e-05,-1.991e-07
13660.0,0.04393,4.463e-05,-1.707e-07
13665.0,0.04413,4.423e-05,-1.851e-07
13670.0,0.04433,4.502e-05,-1.772e-07
13675.0,0.04454,4.539e-05,-1.775e-07
13680.0,0.04475,4.501e-05,-1.912e-07
13685.0,0.04499,4.465e-05,-1.976e-07
13690.0,0.04525,4.388e-05,-2.117e-07
13695.0,0.04551,4.503e-05,-1.974e-07
13700.0,0.04579,4.578e-05,-1.772e-07
13705.0,0.04613,4.617e-05,-1.837e-07
13710.0,0.04645,4.657e-05,-1.693e-07
13715.0,0.04678,4.657e-05,-1.693e-07
13720.0,0.04712,4.617e-05,-1.769e-07
13725.0,0.04749,4.657e-05,-1.693e-07
13730.0,0.04785,4.655e-05,-1.632e-07
13735.0,0.0482,4.695e-05,-1.489e-07
13740.0,0.04856,4.808e-05,-1.352e-07
13745.0,0.04894,4.807e-05,-1.492e-07
13750.0,0.04928,4.768e-05,-1.495e-07
13755.0,0.04963,4.771e-05,-1.556e-07
13760.0,0.04991,4.807e-05,-1.492e-07
13765.0,0.05016,4.808e-05,-1.352e-07
13770.0,0.05042,4.808e-05,-1.352e-07
13775.0,0.05072,4.731e-05,-1.492e-07
13780.0,0.05109,4.731e-05,-1.492e-07
13785.0,0.05144,4.772e-05,-1.349e-07
13790.0,0.05183,4.808e-05,-1.285e-07
13795.0,0.05218,4.846e-05,-1.147e-07
13800.0,0.05251,4.769e-05,-1.287e-07
13805.0,0.05282,4.807e-05,-1.15e-07
13810.0,0.05315,4.846e-05,-1.147e-07
13815.0,0.05351,4.847e-05,-1.007e-07
13820.0,0.05391,4.845e-05,-9.455e-08
13825.0,0.0543,4.885e-05,-8.022e-08
13830.0,0.05471,4.886e-05,-6.618e-08
13835.0,0.0551,4.848e-05,-7.99e-08
13840.0,0.05548,4.81e-05,-8.016e-08
13845.0,0.05588,4.848e-05,-7.992e-08
13850.0,0.05628,4.769e-05,-8.779e-08
13855.0,0.05673,4.773e-05,-7.986e-08
13860.0,0.05722,4.656e-05,-1.015e-07
13865.0,0.05771,4.69e-05,-9.567e-08
13870.0,0.05821,4.77e-05,-7.373e-08
13875.0,0.05874,4.73e-05,-8.135e-08
13880.0,0.05927,4.69e-05,-9.567e-08
13885.0,0.0598,4.728e-05,-7.52e-08
13890.0,0.06034,4.687e-05,-8.955e-08
13895.0,0.06088,4.728e-05,-7.521e-08
13900.0,0.06144,4.649e-05,-1.033e-07
13905.0,0.06197,4.73e-05,-8.133e-08
13910.0,0.0625,4.69e-05,-8.895e-08
13915.0,0.06303,4.766e-05,-7.493e-08
13920.0,0.06352,4.804e-05,-5.446e-08
13925.0,0.06404,4.727e-05,-6.85e-08
13930.0,0.06452,4.649e-05,-9.655e-08
13935.0,0.06493,4.727e-05,-6.846e-08
13940.0,0.06537,4.647e-05,-9.04e-08
13945.0,0.06578,4.723e-05,-7.64e-08
13950.0,0.06617,4.76e-05,-7.669e-08
13955.0,0.06653,4.8e-05,-6.239e-08
13960.0,0.06688,4.836e-05,-5.6e-08
13965.0,0.06722,4.762e-05,-7.612e-08
13970.0,0.06747,4.76e-05,-6.998e-08
13975.0,0.06768,4.834e-05,-4.985e-08
13980.0,0.06788,4.837e-05,-5.597e-08
13985.0,0.06808,4.796e-05,-7.032e-08
13990.0,0.06827,4.796e-05,-7.032e-08
13995.0,0.06842,4.796e-05,-7.031e-08
14000.0,0.06859,4.876e-05,-6.243e-08
14005.0,0.06875,4.955e-05,-5.453e-08
14010.0,0.06884,5.03e-05,-5.458e-08
14015.0,0.06889,5.067e-05,-4.817e-08
14020.0,0.06896,5.106e-05,-5.461e-08
14025.0,0.069,5.183e-05,-4.059e-08
14030.0,0.06915,5.104e-05,-6.867e-08
14035.0,0.06927,5.185e-05,-4.671e-08
14040.0,0.06942,5.224e-05,-5.316e-08
14045.0,0.06956,5.34e-05,-3.889e-08
14050.0,0.06972,5.301e-05,-3.915e-08
14055.0,0.0699,5.34e-05,-3.888e-08
14060.0,0.07009,5.456e-05,-3.131e-08
14065.0,0.07024,5.532e-05,-1.732e-08
14070.0,0.07043,5.532e-05,-1.729e-08
14075.0,0.07062,5.531e-05,-3.134e-08
14080.0,0.07081,5.608e-05,-1.735e-08
14085.0,0.07102,5.762e-05,-9.496e-09
14090.0,0.07127,5.799e-05,-9.835e-09
14095.0,0.07151,5.877e-05,-1.596e-08
14100.0,0.07175,5.837e-05,-3.031e-08
14105.0,0.07199,5.839e-05,-3.644e-08
14110.0,0.07225,5.878e-05,-4.288e-08
14115.0,0.07248,5.916e-05,-2.243e-08
14120.0,0.07274,6.032e-05,-1.488e-08
14125.0,0.073,6.109e-05,-8.478e-10
14130.0,0.07325,6.226e-05,2.75e-08
14135.0,0.07351,6.342e-05,3.508e-08
14140.0,0.07375,6.305e-05,3.537e-08
14145.0,0.07402,6.305e-05,3.54e-08
14150.0,0.07429,6.265e-05,2.78e-08
14155.0,0.07458,6.226e-05,-6.711e-09
14160.0,0.07488,6.298e-05,-6.391e-10
14165.0,0.07514,6.452e-05,2.739e-08
14170.0,0.07546,6.531e-05,3.53e-08
14175.0,0.07575,6.572e-05,4.29e-08
14180.0,0.07605,6.572e-05,4.289e-08
14185.0,0.07634,6.614e-05,5.107e-08
14190.0,0.07667,6.611e-05,4.316e-08
14195.0,0.07698,6.574e-05,4.345e-08
14200.0,0.07732,6.69e-05,5.102e-08
14205.0,0.07767,6.648e-05,2.937e-08
14210.0,0.07803,6.688e-05,3.696e-08
14215.0,0.07841,6.688e-05,3.699e-08
14220.0,0.07879,6.764e-05,3.695e-08
14225.0,0.07916,6.841e-05,5.099e-08
14230.0,0.07959,6.843e-05,4.486e-08
14235.0,0.08001,6.918e-05,4.48e-08
14240.0,0.08042,6.919e-05,4.479e-08
14245.0,0.08082,6.959e-05,5.24e-08
14250.0,0.08118,6.955e-05,4.448e-08
14255.0,0.08152,6.993e-05,6.496e-08
14260.0,0.08188,6.99e-05,7.107e-08
14265.0,0.08224,7.031e-05,8.54e-08
14270.0,0.0827,6.914e-05,5.706e-08
14275.0,0.08318,6.835e-05,2.9e-08
14280.0,0.08367,6.912e-05,4.3e-08
14285.0,0.08415,7.105e-05,7.128e-08
14290.0,0.08467,7.222e-05,9.295e-08
14295.0,0.08518,7.261e-05,9.322e-08
14300.0,0.08569,7.258e-05,9.936e-08
14305.0,0.08621,7.258e-05,9.935e-08
14310.0,0.08673,7.258e-05,9.934e-08
14315.0,0.08725,7.26e-05,1.134e-07
14320.0,0.08779,7.179e-05,9.146e-08
14325.0,0.08831,7.257e-05,1.195e-07
14330.0,0.08887,7.18e-05,1.055e-07
14335.0,0.08945,7.142e-05,9.177e-08
14340.0,0.09003,7.181e-05,9.207e-08
14345.0,0.0906,7.217e-05,9.848e-08
14350.0,0.09123,7.256e-05,9.876e-08
14355.0,0.09187,7.217e-05,9.846e-08
14360.0,0.09254,7.217e-05,9.846e-08
14365.0,0.09317,7.219e-05,1.125e-07
14370.0,0.09382,7.256e-05,1.122e-07
14375.0,0.09444,7.18e-05,1.122e-07
14380.0,0.09506,7.178e-05,1.183e-07
14385.0,0.0957,7.255e-05,1.324e-07
14390.0,0.09634,7.216e-05,1.321e-07
14395.0,0.09702,7.175e-05,1.245e-07
14400.0,0.09769,7.175e-05,1.245e-07
14405.0,0.09838,7.137e-05,1.108e-07
14410.0,0.09904,7.177e-05,1.251e-07
14415.0,0.09968,7.214e-05,1.315e-07
14420.0,0.1003,7.175e-05,1.38e-07
14425.0,0.101,7.134e-05,1.303e-07
14430.0,0.1016,7.094e-05,1.227e-07
14435.0,0.1022,7.014e-05,1.148e-07
14440.0,0.1028,7.014e-05,1.148e-07
14445.0,0.1033,7.016e-05,1.289e-07
14450.0,0.1039,7.013e-05,1.35e-07
14455.0,0.1046,6.937e-05,1.21e-07
14460.0,0.1053,6.938e-05,1.351e-07
14465.0,0.106,6.9e-05,1.556e-07
14470.0,0.1067,6.863e-05,1.559e-07
14475.0,0.1075,6.86e-05,1.479e-07
14480.0,0.1082,6.859e-05,1.681e-07
14485.0,0.1089,6.741e-05,1.465e-07
14490.0,0.1096,6.7e-05,1.591e-07
14495.0,0.1103,6.7e-05,1.591e-07
14500.0,0.111,6.74e-05,1.667e-07
14505.0,0.1117,6.742e-05,1.808e-07
14510.0,0.1125,6.704e-05,1.67e-07
14515.0,0.1132,6.665e-05,1.667e-07
14520.0,0.1139,6.549e-05,1.592e-07
14525.0,0.1147,6.432e-05,1.376e-07
14530.0,0.1154,6.427e-05,1.498e-07
14535.0,0.1162,6.463e-05,1.562e-07
14540.0,0.1169,6.581e-05,1.986e-07
14545.0,0.1177,6.662e-05,2.206e-07
14550.0,0.1184,6.625e-05,2.209e-07
14555.0,0.1191,6.552e-05,2.147e-07
14560.0,0.1197,6.473e-05,2.069e-07
14565.0,0.1203,6.473e-05,2.069e-07
14570.0,0.1209,6.471e-05,2.13e-07
14575.0,0.1215,6.469e-05,1.99e-07
14580.0,0.1221,6.391e-05,2.051e-07
14585.0,0.1227,6.433e-05,2.268e-07
14590.0,0.1232,6.475e-05,2.552e-07
14595.0,0.1238,6.513e-05,2.689e-07
14600.0,0.1244,6.554e-05,2.973e-07
14605.0,0.1249,6.552e-05,3.034e-07
14610.0,0.1254,6.592e-05,3.177e-07
14615.0,0.1259,6.552e-05,3.101e-07
14620.0,0.1263,6.553e-05,3.242e-07
14625.0,0.1268,6.476e-05,3.102e-07
14630.0,0.1273,6.44e-05,3.038e-07
14635.0,0.1278,6.483e-05,3.053e-07
14640.0,0.1283,6.443e-05,2.909e-07
14645.0,0.1288,6.443e-05,2.909e-07
14650.0,0.1292,6.522e-05,2.988e-07
14655.0,0.1296,6.522e-05,2.988e-07
14660.0,0.13,6.599e-05,3.128e-07
14665.0,0.1305,6.599e-05,3.128e-07
14670.0,0.1309,6.56e-05,3.193e-07
14675.0,0.1314,6.52e-05,3.257e-07
14680.0,0.1319,6.521e-05,3.257e-07
14685.0,0.1324,6.558e-05,3.461e-07
14690.0,0.1329,6.556e-05,3.321e-07
14695.0,0.1335,6.557e-05,3.321e-07
14700.0,0.134,6.596e-05,3.257e-07
14705.0,0.1345,6.596e-05,3.256e-07
14710.0,0.1351,6.596e-05,3.257e-07
14715.0,0.1356,6.634e-05,3.394e-07
14720.0,0.1362,6.595e-05,3.391e-07
14725.0,0.1368,6.555e-05,3.248e-07
14730.0,0.1374,6.555e-05,3.248e-07
14735.0,0.138,6.594e-05,3.251e-07
14740.0,0.1386,6.515e-05,3.172e-07
14745.0,0.1392,6.553e-05,3.175e-07
14750.0,0.1399,6.59e-05,3.239e-07
14755.0,0.1406,6.551e-05,3.236e-07
14760.0,0.1413,6.474e-05,3.028e-07
14765.0,0.142,6.549e-05,3.229e-07
14770.0,0.1427,6.589e-05,3.306e-07
14775.0,0.1434,6.628e-05,3.309e-07
14780.0,0.1442,6.709e-05,3.528e-07
14785.0,0.1449,6.672e-05,3.531e-07
14790.0,0.1457,6.634e-05,3.394e-07
14795.0,0.1465,6.555e-05,3.315e-07
14800.0,0.1472,6.478e-05,3.175e-07
14805.0,0.1479,6.475e-05,3.236e-07
14810.0,0.1487,6.395e-05,3.017e-07
14815.0,0.1495,6.472e-05,3.157e-07
14820.0,0.1502,6.472e-05,3.157e-07
14825.0,0.1509,6.51e-05,3.295e-07
14830.0,0.1516,6.509e-05,3.154e-07
14835.0,0.1523,6.508e-05,3.154e-07
14840.0,0.153,6.511e-05,3.093e-07
14845.0,0.1539,6.434e-05,2.952e-07
14850.0,0.1547,6.357e-05,2.812e-07
14855.0,0.1555,6.356e-05,2.671e-07
14860.0,0.1563,6.356e-05,2.672e-07
14865.0,0.1571,6.278e-05,2.734e-07
14870.0,0.158,6.239e-05,2.731e-07
14875.0,0.1588,6.161e-05,2.792e-07
14880.0,0.1596,6.199e-05,2.997e-07
14885.0,0.1605,6.163e-05,2.933e-07
14890.0,0.1614,6.161e-05,2.792e-07
14895.0,0.1623,6.161e-05,2.792e-07
14900.0,0.1632,6.085e-05,2.653e-07
14905.0,0.1641,5.931e-05,2.372e-07
14910.0,0.1649,5.888e-05,2.289e-07
14915.0,0.1658,5.888e-05,2.29e-07
14920.0,0.1666,5.846e-05,2.276e-07
14925.0,0.1675,5.805e-05,2.132e-07
14930.0,0.1684,5.809e-05,2.211e-07
14935.0,0.1692,5.89e-05,2.431e-07
14940.0,0.1701,5.892e-05,2.369e-07
14945.0,0.171,5.896e-05,2.448e-07
14950.0,0.1719,5.823e-05,2.388e-07
14955.0,0.1728,5.746e-05,2.247e-07
14960.0,0.1737,5.709e-05,2.043e-07
14965.0,0.1746,5.708e-05,2.043e-07
14970.0,0.1756,5.707e-05,1.903e-07
14975.0,0.1764,5.668e-05,1.967e-07
14980.0,0.1774,5.709e-05,2.251e-07
14985.0,0.1783,5.666e-05,2.235e-07
14990.0,0.1792,5.627e-05,2.3e-07
14995.0,0.1801,5.628e-05,2.301e-07
15000.0,0.181,5.552e-05,2.234e-07
15005.0,0.182,5.55e-05,2.295e-07
15010.0,0.1829,5.552e-05,2.368e-07
15015.0,0.1838,5.588e-05,2.365e-07
15020.0,0.1848,5.627e-05,2.368e-07
15025.0,0.1857,5.588e-05,2.089e-07
15030.0,0.1866,5.627e-05,2.093e-07
15035.0,0.1876,5.591e-05,1.894e-07
15040.0,0.1885,5.477e-05,1.757e-07
15045.0,0.1893,5.515e-05,1.895e-07
15050.0,0.1902,5.517e-05,2.035e-07
15055.0,0.1911,5.558e-05,2.319e-07
15060.0,0.192,5.599e-05,2.394e-07
15065.0,0.1928,5.591e-05,2.236e-07
15070.0,0.1936,5.668e-05,2.376e-07
15075.0,0.1945,5.507e-05,1.937e-07
15080.0,0.1953,5.429e-05,1.658e-07
15085.0,0.1961,5.311e-05,1.374e-07
15090.0,0.1969,5.279e-05,1.456e-07
15095.0,0.1978,5.281e-05,1.395e-07
15100.0,0.1986,5.402e-05,1.69e-07
15105.0,0.1994,5.406e-05,1.769e-07
15110.0,0.2002,5.485e-05,1.849e-07
15115.0,0.201,5.562e-05,1.988e-07
15120.0,0.2018,5.562e-05,1.988e-07
15125.0,0.2026,5.481e-05,1.769e-07
15130.0,0.2034,5.484e-05,1.708e-07
15135.0,0.2041,5.483e-05,1.976e-07
15140.0,0.2049,5.443e-05,2.042e-07
15145.0,0.2057,5.404e-05,2.105e-07
15150.0,0.2065,5.365e-05,2.171e-07
15155.0,0.2073,5.442e-05,2.31e-07
15160.0,0.2081,5.444e-05,2.249e-07
15165.0,0.2089,5.521e-05,2.389e-07
15170.0,0.2097,5.481e-05,2.246e-07
15175.0,0.2105,5.443e-05,2.109e-07
15180.0,0.2113,5.363e-05,1.822e-07
15185.0,0.2121,5.286e-05,1.682e-07
15190.0,0.2129,5.283e-05,1.536e-07
15195.0,0.2137,5.358e-05,1.467e-07
15200.0,0.2146,5.356e-05,1.529e-07
15205.0,0.2154,5.317e-05,1.593e-07
15210.0,0.2163,5.24e-05,1.521e-07
15215.0,0.2172,5.279e-05,1.866e-07
15220.0,0.218,5.24e-05,1.93e-07
15225.0,0.219,5.241e-05,1.729e-07
15230.0,0.2198,5.321e-05,1.947e-07
15235.0,0.2207,5.322e-05,1.745e-07
15240.0,0.2216,5.327e-05,1.623e-07
15245.0,0.2225,5.329e-05,1.562e-07
15250.0,0.2234,5.331e-05,1.636e-07
15255.0,0.2243,5.329e-05,1.629e-07
15260.0,0.2251,5.29e-05,1.626e-07
15265.0,0.226,5.251e-05,1.623e-07
15270.0,0.2269,5.213e-05,1.688e-07
15275.0,0.2277,5.135e-05,1.75e-07
15280.0,0.2285,5.057e-05,1.676e-07
15285.0,0.2294,5.056e-05,1.878e-07
15290.0,0.2302,5.056e-05,1.946e-07
15295.0,0.2311,5.094e-05,2.151e-07
15300.0,0.232,5.133e-05,2.086e-07
15305.0,0.2328,5.133e-05,2.086e-07
15310.0,0.2337,5.132e-05,1.946e-07
15315.0,0.2346,5.133e-05,2.087e-07
15320.0,0.2355,5.054e-05,2.007e-07
15325.0,0.2364,4.934e-05,1.784e-07
15330.0,0.2372,4.815e-05,1.63e-07
15335.0,0.2381,4.733e-05,1.613e-07
15340.0,0.239,4.735e-05,1.551e-07
15345.0,0.2398,4.777e-05,1.425e-07
15350.0,0.2407,4.819e-05,1.507e-07
15355.0,0.2416,4.784e-05,1.242e-07
15360.0,0.2424,4.825e-05,1.184e-07
15365.0,0.2432,4.79e-05,1.259e-07
15370.0,0.244,4.83e-05,1.605e-07
15375.0,0.2448,4.793e-05,1.54e-07
15380.0,0.2456,4.873e-05,1.962e-07
15385.0,0.2464,4.874e-05,2.102e-07
15390.0,0.2473,4.79e-05,1.804e-07
15395.0,0.2482,4.709e-05,1.585e-07
15400.0,0.2491,4.627e-05,1.225e-07
15405.0,0.25,4.467e-05,9.271e-08
15410.0,0.2509,4.427e-05,7.834e-08
15415.0,0.2517,4.469e-05,1.067e-07
15420.0,0.2525,4.434e-05,1.144e-07
15425.0,0.2533,4.431e-05,1.205e-07
15430.0,0.2541,4.473e-05,1.489e-07
15435.0,0.255,4.477e-05,1.568e-07
15440.0,0.2559,4.365e-05,1.162e-07
15445.0,0.2568,4.369e-05,1.039e-07
15450.0,0.2577,4.527e-05,1.399e-07
15455.0,0.2587,4.528e-05,1.196e-07
15460.0,0.2597,4.603e-05,1.263e-07
15465.0,0.2607,4.641e-05,1.267e-07
15470.0,0.2617,4.52e-05,9.704e-08
15475.0,0.2626,4.48e-05,8.956e-08
15480.0,0.2636,4.363e-05,6.793e-08
15485.0,0.2645,4.404e-05,9.629e-08
15490.0,0.2654,4.444e-05,1.241e-07
15495.0,0.2663,4.408e-05,1.383e-07
15500.0,0.2672,4.448e-05,1.662e-07
15505.0,0.2682,4.452e-05,1.742e-07
15510.0,0.2692,4.336e-05,1.256e-07
15515.0,0.2703,4.184e-05,7.07e-08
15520.0,0.2713,4.223e-05,6.42e-08
15525.0,0.2724,4.263e-05,3.083e-08
15530.0,0.2734,4.301e-05,5.131e-08
15535.0,0.2744,4.262e-05,5.781e-08
15540.0,0.2754,4.299e-05,7.816e-08
15545.0,0.2764,4.143e-05,6.3e-08
15550.0,0.2774,4.105e-05,8.356e-08
15555.0,0.2784,3.989e-05,7.602e-08
15560.0,0.2795,3.995e-05,9.796e-08
15565.0,0.2806,3.919e-05,9.801e-08
15570.0,0.2816,3.999e-05,1.402e-07
15575.0,0.2827,4.118e-05,1.758e-07
15580.0,0.2838,4.039e-05,1.478e-07
15585.0,0.285,3.997e-05,1.261e-07
15590.0,0.2861,3.88e-05,6.339e-08
15595.0,0.2872,3.762e-05,2.789e-08
15600.0,0.2884,3.645e-05,-2.071e-08
15605.0,0.2895,3.493e-05,-2.791e-08
15610.0,0.2907,3.337e-05,-4.312e-08
15615.0,0.2918,3.222e-05,-3.657e-08
15620.0,0.293,3.296e-05,-9.756e-09
15625.0,0.2942,3.412e-05,3.89e-08
15630.0,0.2954,3.255e-05,2.843e-09
15635.0,0.2967,3.257e-05,-3.339e-09
15640.0,0.298,3.103e-05,-3.133e-08
15645.0,0.2993,3.029e-05,-5.142e-08
15650.0,0.3005,2.876e-05,-7.951e-08
15655.0,0.3017,2.878e-05,-5.144e-08
15660.0,0.3029,2.8e-05,-4.518e-08
15665.0,0.3041,2.883e-05,-9.156e-09
15670.0,0.3052,2.881e-05,1.096e-08
15675.0,0.3064,2.806e-05,1.085e-08
