nu,x,y,z
10995.0,0.003044,0.0,0.0
11000.0,0.003146,0.0,0.0
11005.0,0.003248,0.0,0.0
11010.0,0.00335,0.0,0.0
11015.0,0.003452,0.0,0.0
11020.0,0.003555,0.0,0.0
11025.0,0.003664,0.0,0.0
11030.0,0.003785,0.0,0.0
11035.0,0.003927,0.0,0.0
11040.0,0.004083,0.0,0.0
11045.0,0.00425,0.0,0.0
11050.0,0.004418,0.0,0.0
11055.0,0.00457,0.0,0.0
11060.0,0.004708,0.0,0.0
11065.0,0.004835,0.0,0.0
11070.0,0.004961,0.0,0.0
11075.0,0.005088,0.0,0.0
11080.0,0.005218,0.0,0.0
11085.0,0.005348,0.0,0.0
11090.0,0.005471,0.0,0.0
11095.0,0.005594,0.0,0.0
11100.0,0.005713,0.0,0.0
11105.0,0.005828,0.0,0.0
11110.0,0.005933,0.0,0.0
11115.0,0.006026,0.0,0.0
11120.0,0.0061,0.0,0.0
11125.0,0.006152,0.0,0.0
11130.0,0.006186,0.0,0.0
11135.0,0.006193,0.0,0.0
11140.0,0.006182,0.0,0.0
11145.0,0.006149,0.0,0.0
11150.0,0.006093,0.0,0.0
11155.0,0.006011,0.0,0.0
11160.0,0.005914,0.0,0.0
11165.0,0.005799,0.0,0.0
11170.0,0.005676,0.0,0.0
11175.0,0.005553,0.0,0.0
11180.0,0.005438,0.0,0.0
11185.0,0.00533,0.0,0.0
11190.0,0.005233,0.0,0.0
11195.0,0.005151,0.0,0.0
11200.0,0.00508,0.0,0.0
11205.0,0.005025,0.0,0.0
11210.0,0.004987,0.0,0.0
11215.0,0.004972,0.0,0.0
11220.0,0.004976,0.0,0.0
11225.0,0.004991,0.0,0.0
11230.0,0.005013,0.0,0.0
11235.0,0.005032,0.0,0.0
11240.0,0.005043,0.0,0.0
11245.0,0.005043,0.0,0.0
11250.0,0.005032,0.0,0.0
11255.0,0.00501,0.0,0.0
11260.0,0.00498,0.0,0.0
11265.0,0.00495,0.0,0.0
11270.0,0.004913,0.0,0.0
11275.0,0.004879,0.0,0.0
11280.0,0.004838,0.0,0.0
11285.0,0.004786,0.0,0.0
11290.0,0.004723,0.0,0.0
11295.0,0.004652,0.0,0.0
11300.0,0.004578,0.0,0.0
11305.0,0.004503,0.0,0.0
11310.0,0.004433,0.0,0.0
11315.0,0.004366,0.0,0.0
11320.0,0.004306,0.0,0.0
11325.0,0.004247,0.0,0.0
11330.0,0.004191,0.0,0.0
11335.0,0.004135,0.0,0.0
11340.0,0.004083,0.0,0.0
11345.0,0.004035,0.0,0.0
11350.0,0.003997,0.0,0.0
11355.0,0.003968,0.0,0.0
11360.0,0.003945,0.0,0.0
11365.0,0.003923,0.0,0.0
11370.0,0.003904,0.0,0.0
11375.0,0.003886,0.0,0.0
11380.0,0.003867,0.0,0.0
11385.0,0.003856,0.0,0.0
11390.0,0.003848,0.0,0.0
11395.0,0.003845,0.0,0.0
11400.0,0.003848,0.0,0.0
11405.0,0.00386,0.0,0.0
11410.0,0.003878,0.0,0.0
11415.0,0.003897,0.0,0.0
11420.0,0.003915,0.0,0.0
11425.0,0.003941,0.0,0.0
11430.0,0.003971,0.0,0.0
11435.0,0.004008,0.0,0.0
11440.0,0.004057,0.0,0.0
11445.0,0.004113,0.0,0.0
11450.0,0.004176,0.0,0.0
11455.0,0.004243,0.0,0.0
11460.0,0.004325,0.0,0.0
11465.0,0.004418,0.0,0.0
11470.0,0.004518,0.0,0.0
11475.0,0.004626,0.0,0.0
11480.0,0.004723,0.0,0.0
11485.0,0.004812,0.0,0.0
11490.0,0.004891,0.0,0.0
11495.0,0.004972,0.0,0.0
11500.0,0.005058,0.0,0.0
11505.0,0.005155,0.0,0.0
11510.0,0.005263,0.0,0.0
11515.0,0.005382,0.0,0.0
11520.0,0.005516,0.0,0.0
11525.0,0.005657,0.0,0.0
11530.0,0.00581,0.0,0.0
11535.0,0.005974,0.0,0.0
11540.0,0.006145,0.0,0.0
11545.0,0.006331,0.0,0.0
11550.0,0.006532,0.0,0.0
11555.0,0.006752,0.0,0.0
11560.0,0.006993,0.0,0.0
11565.0,0.007247,0.0,0.0
11570.0,0.007507,0.0,0.0
11575.0,0.007768,0.0,0.0
11580.0,0.008036,0.0,0.0
11585.0,0.008304,0.0,0.0
11590.0,0.008579,0.0,0.0
11595.0,0.008862,0.0,0.0
11600.0,0.009148,0.0,0.0
11605.0,0.009442,0.0,0.0
11610.0,0.009744,0.0,0.0
11615.0,0.01006,0.0,0.0
11620.0,0.01038,0.0,0.0
11625.0,0.01071,0.0,0.0
11630.0,0.01104,0.0,0.0
11635.0,0.01137,0.0,0.0
11640.0,0.01168,0.0,0.0
11645.0,0.01195,0.0,0.0
11650.0,0.0122,0.0,0.0
11655.0,0.01242,0.0,0.0
11660.0,0.01264,0.0,0.0
11665.0,0.01283,0.0,0.0
11670.0,0.01303,0.0,0.0
11675.0,0.01322,0.0,0.0
11680.0,0.01339,0.0,0.0
11685.0,0.01356,0.0,0.0
11690.0,0.01371,0.0,0.0
11695.0,0.01385,0.0,0.0
11700.0,0.01398,0.0,0.0
11705.0,0.01408,0.0,0.0
11710.0,0.01415,0.0,0.0
11715.0,0.01417,0.0,0.0
11720.0,0.01415,0.0,0.0
11725.0,0.01408,0.0,0.0
11730.0,0.01395,0.0,0.0
11735.0,0.01376,0.0,0.0
11740.0,0.01353,0.0,0.0
11745.0,0.01326,0.0,0.0
11750.0,0.01295,0.0,0.0
11755.0,0.01262,0.0,0.0
11760.0,0.01228,0.0,0.0
11765.0,0.01194,0.0,0.0
11770.0,0.01161,0.0,0.0
11775.0,0.01128,0.0,0.0
11780.0,0.01097,0.0,0.0
11785.0,0.01067,0.0,0.0
11790.0,0.01038,0.0,0.0
11795.0,0.01011,0.0,0.0
11800.0,0.009859,0.0,0.0
11805.0,0.009625,0.0,0.0
11810.0,0.009409,0.0,0.0
11815.0,0.009208,0.0,0.0
11820.0,0.009022,0.0,0.0
11825.0,0.008843,0.0,0.0
11830.0,0.008668,0.0,0.0
11835.0,0.008505,0.0,0.0
11840.0,0.008348,0.0,0.0
11845.0,0.008207,0.0,0.0
11850.0,0.008088,0.0,0.0
11855.0,0.007987,0.0,0.0
11860.0,0.007909,0.0,0.0
11865.0,0.007842,0.0,0.0
11870.0,0.007782,0.0,0.0
11875.0,0.007727,0.0,0.0
11880.0,0.007675,0.0,0.0
11885.0,0.007619,0.0,0.0
11890.0,0.00757,0.0,0.0
11895.0,0.007526,0.0,0.0
11900.0,0.007488,0.0,0.0
11905.0,0.007459,0.0,0.0
11910.0,0.00744,0.0,0.0
11915.0,0.007429,0.0,0.0
11920.0,0.007429,0.0,0.0
11925.0,0.007429,0.0,0.0
11930.0,0.00744,0.0,0.0
11935.0,0.007455,0.0,0.0
11940.0,0.007474,0.0,0.0
11945.0,0.0075,0.0,0.0
11950.0,0.007529,0.0,0.0
11955.0,0.007563,0.0,0.0
11960.0,0.007593,0.0,0.0
11965.0,0.007622,0.0,0.0
11970.0,0.007649,0.0,0.0
11975.0,0.007675,0.0,0.0
11980.0,0.007715,0.0,0.0
11985.0,0.007771,0.0,0.0
11990.0,0.007846,0.0,0.0
11995.0,0.007939,0.0,0.0
12000.0,0.008039,0.0,0.0
12005.0,0.008147,0.0,0.0
12010.0,0.008255,0.0,0.0
12015.0,0.008367,0.0,0.0
12020.0,0.008482,0.0,0.0
12025.0,0.008605,0.0,0.0
12030.0,0.008746,0.0,0.0
12035.0,0.008903,0.0,0.0
12040.0,0.009078,0.0,0.0
12045.0,0.009271,0.0,0.0
12050.0,0.009472,0.0,0.0
12055.0,0.009677,0.0,0.0
12060.0,0.009889,0.0,0.0
12065.0,0.01011,0.0,0.0
12070.0,0.01034,0.0,0.0
12075.0,0.01059,0.0,0.0
12080.0,0.01085,0.0,0.0
12085.0,0.01113,0.0,0.0
12090.0,0.01143,0.0,0.0
12095.0,0.01174,0.0,0.0
12100.0,0.01207,0.0,0.0
12105.0,0.01242,0.0,0.0
12110.0,0.01277,0.0,0.0
12115.0,0.01313,0.0,0.0
12120.0,0.0135,0.0,0.0
12125.0,0.01388,0.0,0.0
12130.0,0.01425,0.0,0.0
12135.0,0.01464,0.0,0.0
12140.0,0.01503,0.0,0.0
12145.0,0.01544,0.0,0.0
12150.0,0.01586,0.0,0.0
12155.0,0.01628,0.0,0.0
12160.0,0.0167,0.0,0.0
12165.0,0.01713,0.0,0.0
12170.0,0.01755,0.0,0.0
12175.0,0.01796,0.0,0.0
12180.0,0.01837,0.0,0.0
12185.0,0.01875,0.0,0.0
12190.0,0.01911,0.0,0.0
12195.0,0.01945,0.0,0.0
12200.0,0.01975,0.0,0.0
12205.0,0.02002,0.0,0.0
12210.0,0.02028,0.0,0.0
12215.0,0.0205,0.0,0.0
12220.0,0.0207,0.0,0.0
12225.0,0.02089,0.0,0.0
12230.0,0.02104,0.0,0.0
12235.0,0.02117,0.0,0.0
12240.0,0.02126,0.0,0.0
12245.0,0.02132,0.0,0.0
12250.0,0.02135,0.0,0.0
12255.0,0.02135,0.0,0.0
12260.0,0.0213,0.0,0.0
12265.0,0.02123,0.0,0.0
12270.0,0.02114,0.0,0.0
12275.0,0.02101,0.0,0.0
12280.0,0.02087,0.0,0.0
12285.0,0.02072,0.0,0.0
12290.0,0.02053,0.0,0.0
12295.0,0.02032,0.0,0.0
12300.0,0.0201,0.0,0.0
12305.0,0.01986,0.0,0.0
12310.0,0.01963,0.0,0.0
12315.0,0.01939,0.0,0.0
12320.0,0.01915,0.0,0.0
12325.0,0.01891,0.0,0.0
12330.0,0.01868,0.0,0.0
12335.0,0.01845,0.0,0.0
12340.0,0.01821,0.0,0.0
12345.0,0.01798,0.0,0.0
12350.0,0.01773,0.0,0.0
12355.0,0.01746,0.0,0.0
12360.0,0.01719,0.0,0.0
12365.0,0.01692,0.0,0.0
12370.0,0.01666,0.0,0.0
12375.0,0.01643,0.0,0.0
12380.0,0.01621,0.0,0.0
12385.0,0.01598,0.0,0.0
12390.0,0.01576,0.0,0.0
12395.0,0.01558,0.0,0.0
12400.0,0.01542,0.0,0.0
12405.0,0.01529,0.0,0.0
12410.0,0.01519,0.0,0.0
12415.0,0.01509,0.0,0.0
12420.0,0.01501,0.0,0.0
12425.0,0.01493,0.0,0.0
12430.0,0.01484,0.0,0.0
12435.0,0.01477,0.0,0.0
12440.0,0.01473,0.0,0.0
12445.0,0.01471,0.0,0.0
12450.0,0.01469,0.0,0.0
12455.0,0.01468,0.0,0.0
12460.0,0.01468,0.0,0.0
12465.0,0.0147,0.0,0.0
12470.0,0.01473,0.0,0.0
12475.0,0.01475,0.0,0.0
12480.0,0.01476,0.0,0.0
12485.0,0.01477,0.0,0.0
12490.0,0.0148,0.0,0.0
12495.0,0.01484,0.0,0.0
12500.0,0.01489,0.0,0.0
12505.0,0.01497,0.0,0.0
12510.0,0.01507,0.0,0.0
12515.0,0.0152,0.0,0.0
12520.0,0.01533,0.0,0.0
12525.0,0.01543,0.0,0.0
12530.0,0.01551,0.0,0.0
12535.0,0.01557,0.0,0.0
12540.0,0.01563,0.0,0.0
12545.0,0.01569,0.0,0.0
12550.0,0.01575,0.0,0.0
12555.0,0.01581,0.0,0.0
12560.0,0.01591,0.0,0.0
12565.0,0.01602,0.0,0.0
12570.0,0.01614,0.0,0.0
12575.0,0.01625,0.0,0.0
12580.0,0.01637,0.0,0.0
12585.0,0.01654,0.0,0.0
12590.0,0.01676,0.0,0.0
12595.0,0.01698,0.0,0.0
12600.0,0.01719,0.0,0.0
12605.0,0.0174,0.0,0.0
12610.0,0.01762,0.0,0.0
12615.0,0.01784,0.0,0.0
12620.0,0.01805,0.0,0.0
12625.0,0.01827,0.0,0.0
12630.0,0.01852,0.0,0.0
12635.0,0.01878,0.0,0.0
12640.0,0.01906,0.0,0.0
12645.0,0.01935,0.0,0.0
12650.0,0.01962,0.0,0.0
12655.0,0.01985,0.0,0.0
12660.0,0.02005,0.0,0.0
12665.0,0.02024,0.0,0.0
12670.0,0.02047,0.0,0.0
12675.0,0.02073,0.0,0.0
12680.0,0.02106,0.0,0.0
12685.0,0.02137,0.0,0.0
12690.0,0.02167,0.0,0.0
12695.0,0.02194,0.0,0.0
12700.0,0.02223,0.0,0.0
12705.0,0.02256,0.0,0.0
12710.0,0.02287,0.0,0.0
12715.0,0.02316,0.0,0.0
12720.0,0.02344,0.0,0.0
12725.0,0.02373,0.0,0.0
12730.0,0.02405,0.0,0.0
